job_id,title,company,location,work_mode,seniority,min_years,employment_type,track,required_skills,description
J0145,Junior Data Engineer Intern,Levant Cloud,"Riyadh, Saudi Arabia",On-site,Intern,0,internship,data_engineering,SQL; PostgreSQL; Spark; Pandas; Kafka; dbt; Data Modeling,"Levant Cloud is hiring a Junior Data Engineer Intern to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Riyadh, Saudi Arabia (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: SQL, PostgreSQL, Spark, Pandas, Kafka, dbt, Data Modeling."
J0146,Android Engineer Intern,Meridian Health Tech,"Dubai, UAE",Hybrid,Intern,0,internship,mobile,Firebase; Dart; SwiftUI; Push Notifications; Kotlin; Swift; Flutter,"Meridian Health Tech is hiring a Android Engineer Intern to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Firebase, Dart, SwiftUI, Push Notifications, Kotlin, Swift, Flutter."
J0147,Platform Engineer,OpenField Analytics,Remote (Lebanon),Remote,Mid-level,3,full-time,devops,Bash; Prometheus; Nginx; Ansible; CI/CD; GitHub Actions; Docker,"OpenField Analytics is hiring a Platform Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Bash, Prometheus, Nginx, Ansible, CI/CD, GitHub Actions, Docker."
J0148,Quality Engineer Intern,Beirut Data Labs,Remote (Lebanon),Remote,Intern,0,internship,qa,Cypress; Postman; Jira; Test Cases; CI/CD; JMeter; Python,"Beirut Data Labs is hiring a Quality Engineer Intern to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Cypress, Postman, Jira, Test Cases, CI/CD, JMeter, Python."
J0149,Application Security Engineer,Phoenicia Software,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,security,Firewalls; Incident Response; Cloud Security; Burp Suite; Penetration Testing; OWASP Top 10; Linux,"Phoenicia Software is hiring a Application Security Engineer to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Firewalls, Incident Response, Cloud Security, Burp Suite, Penetration Testing, OWASP Top 10, Linux."
J0150,Firmware Engineer Intern,Jounieh Digital,Remote (MENA),Remote,Intern,0,internship,embedded,ARM Cortex; RTOS; Zephyr; MQTT; Microcontrollers; Embedded C; C,"Jounieh Digital is hiring a Firmware Engineer Intern to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (MENA) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: ARM Cortex, RTOS, Zephyr, MQTT, Microcontrollers, Embedded C, C."
J0151,Frontend Engineer,Jounieh Digital,Remote (Europe timezone),Remote,Mid-level,3,full-time,frontend,Vite; Redux; Accessibility (WCAG); Jest; HTML; JavaScript; Web Performance,"Jounieh Digital is hiring a Frontend Engineer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Vite, Redux, Accessibility (WCAG), Jest, HTML, JavaScript, Web Performance."
J0152,Software Engineer (Backend),BlueRidge Labs,"Amman, Jordan",Hybrid,Mid-level,3,full-time,backend,PostgreSQL; RabbitMQ; Git; Express; OAuth2; Django; Node.js,"BlueRidge Labs is hiring a Software Engineer (Backend) to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: PostgreSQL, RabbitMQ, Git, Express, OAuth2, Django, Node.js."
J0153,Product Engineer,Atlas Fintech,"Dubai, UAE",Hybrid,Mid-level,3,full-time,fullstack,MongoDB; CI/CD; JavaScript; Tailwind CSS; REST APIs; PostgreSQL; Git,"Atlas Fintech is hiring a Product Engineer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: MongoDB, CI/CD, JavaScript, Tailwind CSS, REST APIs, PostgreSQL, Git."
J0154,Data Scientist Intern,Chouf Robotics,Cyprus,Hybrid,Intern,0,internship,data_ml,Python; scikit-learn; LLM Fine-tuning; Computer Vision; NumPy; Machine Learning; Pandas,"Chouf Robotics is hiring a Data Scientist Intern to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Cyprus (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Python, scikit-learn, LLM Fine-tuning, Computer Vision, NumPy, Machine Learning, Pandas."
J0155,Data Engineer,Jounieh Digital,Remote (MENA),Remote,Junior,1,full-time,data_engineering,Airflow; Tableau; SQL; ETL; Pandas; Python; Kafka,"Jounieh Digital is hiring a Data Engineer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (MENA) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Airflow, Tableau, SQL, ETL, Pandas, Python, Kafka."
J0156,Android Engineer,Cedar Systems,"Jounieh, Lebanon",Hybrid,Junior,1,full-time,mobile,Swift; Git; SwiftUI; Offline Sync; Firebase; Mobile UI; Dart,"Cedar Systems is hiring a Android Engineer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Jounieh, Lebanon (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Swift, Git, SwiftUI, Offline Sync, Firebase, Mobile UI, Dart."
J0157,Site Reliability Engineer,Chouf Robotics,Remote (Lebanon),Remote,Mid-level,3,full-time,devops,Grafana; Docker; Linux; Terraform; Azure; Monitoring; GitHub Actions,"Chouf Robotics is hiring a Site Reliability Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Grafana, Docker, Linux, Terraform, Azure, Monitoring, GitHub Actions."
J0158,Test Automation Engineer,Cedar Systems,Remote (Lebanon),Remote,Mid-level,3,full-time,qa,Postman; BDD; Manual Testing; Performance Testing; Jira; Python; Selenium,"Cedar Systems is hiring a Test Automation Engineer to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Postman, BDD, Manual Testing, Performance Testing, Jira, Python, Selenium."
J0159,SOC Analyst,Vantage AI,"Amman, Jordan",Hybrid,Junior,1,full-time,security,Burp Suite; Cryptography; Linux; Wireshark; OWASP Top 10; Firewalls; Threat Modeling,"Vantage AI is hiring a SOC Analyst to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Burp Suite, Cryptography, Linux, Wireshark, OWASP Top 10, Firewalls, Threat Modeling."
J0160,Embedded Software Engineer,Levant Cloud,"Amman, Jordan",Hybrid,Mid-level,3,full-time,embedded,ARM Cortex; C++; I2C/SPI; Zephyr; C; Linux; CAN Bus,"Levant Cloud is hiring a Embedded Software Engineer to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: ARM Cortex, C++, I2C/SPI, Zephyr, C, Linux, CAN Bus."
J0161,Frontend Engineer,Kanzi Commerce,"Amman, Jordan",Hybrid,Junior,1,full-time,frontend,Web Performance; Next.js; JavaScript; Vite; Redux; Storybook; Jest,"Kanzi Commerce is hiring a Frontend Engineer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Web Performance, Next.js, JavaScript, Vite, Redux, Storybook, Jest."
J0162,Software Engineer (Backend) Intern,Harbor Cloud,"Amman, Jordan",Hybrid,Intern,0,internship,backend,Redis; Python; OAuth2; Node.js; RabbitMQ; Django; REST APIs,"Harbor Cloud is hiring a Software Engineer (Backend) Intern to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: Redis, Python, OAuth2, Node.js, RabbitMQ, Django, REST APIs."
J0163,Full Stack Engineer,Sidon Systems,"Dubai, UAE",On-site,Junior,1,full-time,fullstack,Testing; Node.js; Docker; PostgreSQL; Next.js; React; Git,"Sidon Systems is hiring a Full Stack Engineer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Testing, Node.js, Docker, PostgreSQL, Next.js, React, Git."
J0164,Machine Learning Engineer Intern,Harbor Cloud,"Tripoli, Lebanon",On-site,Intern,0,internship,data_ml,LLM Fine-tuning; Transformers; SQL; LangChain; Machine Learning; PyTorch; scikit-learn,"Harbor Cloud is hiring a Machine Learning Engineer Intern to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: LLM Fine-tuning, Transformers, SQL, LangChain, Machine Learning, PyTorch, scikit-learn."
J0165,Data Engineer,Levant Cloud,"Amman, Jordan",Hybrid,Junior,1,full-time,data_engineering,SQL; BigQuery; Kafka; dbt; Python; Pandas; ETL,"Levant Cloud is hiring a Data Engineer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: SQL, BigQuery, Kafka, dbt, Python, Pandas, ETL."
J0166,iOS Engineer,Orbit Logistics,"Dubai, UAE",On-site,Mid-level,3,full-time,mobile,Mobile UI; Firebase; Jetpack Compose; REST APIs; App Store Deployment; Git; Offline Sync,"Orbit Logistics is hiring a iOS Engineer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Mobile UI, Firebase, Jetpack Compose, REST APIs, App Store Deployment, Git, Offline Sync."
J0167,Cloud Engineer,Levant Cloud,Remote (MENA),Remote,Junior,1,full-time,devops,Monitoring; Nginx; Grafana; Azure; Linux; Bash; Docker,"Levant Cloud is hiring a Cloud Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (MENA) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Monitoring, Nginx, Grafana, Azure, Linux, Bash, Docker."
J0168,Junior QA Analyst,OpenField Analytics,"Dubai, UAE",On-site,Mid-level,3,full-time,qa,Selenium; Playwright; Test Automation; Performance Testing; JMeter; Test Cases; Manual Testing,"OpenField Analytics is hiring a Junior QA Analyst to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Selenium, Playwright, Test Automation, Performance Testing, JMeter, Test Cases, Manual Testing."
J0169,Security Engineer Intern,Cedar Systems,Remote (Lebanon),Remote,Intern,0,internship,security,OWASP Top 10; SIEM; Cryptography; Burp Suite; Penetration Testing; Cloud Security; Network Security,"Cedar Systems is hiring a Security Engineer Intern to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: OWASP Top 10, SIEM, Cryptography, Burp Suite, Penetration Testing, Cloud Security, Network Security."
J0170,IoT Engineer Intern,Atlas Fintech,"Beirut, Lebanon",Hybrid,Intern,0,internship,embedded,C; MQTT; I2C/SPI; ARM Cortex; Embedded C; Linux; Low-power Design,"Atlas Fintech is hiring a IoT Engineer Intern to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Beirut, Lebanon (Hybrid). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: C, MQTT, I2C/SPI, ARM Cortex, Embedded C, Linux, Low-power Design."
J0171,Web Developer,Mount Tech Group,"Tripoli, Lebanon",On-site,Mid-level,3,full-time,frontend,TypeScript; CSS; Jest; Figma; Accessibility (WCAG); Vite; HTML,"Mount Tech Group is hiring a Web Developer to build and ship responsive user interfaces. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Tripoli, Lebanon (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: TypeScript, CSS, Jest, Figma, Accessibility (WCAG), Vite, HTML."
J0172,Python Backend Engineer,Zaitoun Labs,Cyprus,Hybrid,Junior,1,full-time,backend,Docker; Microservices; PostgreSQL; gRPC; Node.js; Git; Python,"Zaitoun Labs is hiring a Python Backend Engineer to design and maintain server-side services and APIs. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Cyprus (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Docker, Microservices, PostgreSQL, gRPC, Node.js, Git, Python."
J0173,Product Engineer,Solaris Energy Tech,Remote (Europe timezone),Remote,Junior,1,full-time,fullstack,React; Git; Supabase; Tailwind CSS; Docker; MongoDB; PostgreSQL,"Solaris Energy Tech is hiring a Product Engineer to own features end to end across the stack. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: React, Git, Supabase, Tailwind CSS, Docker, MongoDB, PostgreSQL."
J0174,Data Scientist,Almaz Interactive,"Dubai, UAE",On-site,Mid-level,3,full-time,data_ml,Python; MLflow; Transformers; NumPy; LLM Fine-tuning; SQL; Jupyter,"Almaz Interactive is hiring a Data Scientist to train, evaluate and deploy machine learning models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (On-site). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Python, MLflow, Transformers, NumPy, LLM Fine-tuning, SQL, Jupyter."
J0175,Analytics Engineer,Jounieh Digital,Remote (Lebanon),Remote,Mid-level,3,full-time,data_engineering,BigQuery; Python; Spark; Snowflake; Data Warehousing; Power BI; PostgreSQL,"Jounieh Digital is hiring a Analytics Engineer to build reliable data pipelines and warehouse models. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Lebanon) (Remote). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: BigQuery, Python, Spark, Snowflake, Data Warehousing, Power BI, PostgreSQL."
J0176,Flutter Developer,NorthStar Remote,Remote (Europe timezone),Remote,Junior,1,full-time,mobile,Git; App Store Deployment; Kotlin; REST APIs; Jetpack Compose; Flutter; SwiftUI,"NorthStar Remote is hiring a Flutter Developer to build cross-platform and native mobile applications. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Remote (Europe timezone) (Remote). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Git, App Store Deployment, Kotlin, REST APIs, Jetpack Compose, Flutter, SwiftUI."
J0177,Site Reliability Engineer,Mount Tech Group,"Amman, Jordan",Hybrid,Mid-level,3,full-time,devops,Monitoring; Azure; AWS; Docker; Bash; Ansible; Nginx,"Mount Tech Group is hiring a Site Reliability Engineer to automate infrastructure, deployment and reliability. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Amman, Jordan (Hybrid). We are looking for someone with roughly 3+ years of practical experience, strong fundamentals, and clear written communication. Required: Monitoring, Azure, AWS, Docker, Bash, Ansible, Nginx."
J0178,SDET,Batroun Bytes,"Dubai, UAE",Hybrid,Junior,1,full-time,qa,Postman; CI/CD; Performance Testing; Test Automation; Python; API Testing; Cypress,"Batroun Bytes is hiring a SDET to design test strategy and automate regression coverage. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Postman, CI/CD, Performance Testing, Test Automation, Python, API Testing, Cypress."
J0179,Application Security Engineer,Almaz Interactive,"Dubai, UAE",Hybrid,Junior,1,full-time,security,Wireshark; Firewalls; Python; Cryptography; Linux; Threat Modeling; Burp Suite,"Almaz Interactive is hiring a Application Security Engineer to protect systems and respond to security incidents. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a full-time position based in Dubai, UAE (Hybrid). We are looking for someone with roughly 1+ years of practical experience, strong fundamentals, and clear written communication. Required: Wireshark, Firewalls, Python, Cryptography, Linux, Threat Modeling, Burp Suite."
J0180,Embedded Software Engineer Intern,Cedar Systems,Remote (MENA),Remote,Intern,0,internship,embedded,CAN Bus; Embedded C; C++; Low-power Design; Microcontrollers; Linux; RTOS,"Cedar Systems is hiring a Embedded Software Engineer Intern to develop firmware for constrained hardware platforms. You will collaborate with a small product team, take ownership of scoped deliverables, and contribute to code review and technical documentation. This is a internship position based in Remote (MENA) (Remote). We are looking for someone with roughly 0+ years of practical experience, strong fundamentals, and clear written communication. Required: CAN Bus, Embedded C, C++, Low-power Design, Microcontrollers, Linux, RTOS."
